,Astro_1,Astro_2,Astro_3,Astro_4,Astro_5,Chandelier_1,Endo_1,Endo_2,L2/3 IT_1,L2/3 IT_3,L2/3 IT_4,L2/3 IT_5,L2/3 IT_6,L4 IT_1,L4 IT_5,L5 ET_1,L5 ET_2,L5 ET_3,L5 IT_1,L5 IT_2,L5 IT_3,L5 IT_6,L5/6 NP_1,L5/6 NP_2,L5/6 NP_3,L5/6 NP_4,L5/6 NP_5,L5/6 NP_6,L6 CT_1,L6 CT_3,L6 IT Car3_1,L6 IT Car3_2,L6 IT_1,L6 IT_2,L6b_1,L6b_2,L6b_3,L6b_4,L6b_5,L6b_6,Lamp5 Lhx6_1,Lamp5_1,Lamp5_2,Lamp5_3,Lamp5_4,Lamp5_5,Lamp5_6,Lamp5_7,Micro/PVM_1,OPC_1,Oligo_1,Oligo_2,Oligo_3,Oligo_4,Pax6_1,Pax6_2,Pax6_3,Pax6_4,Pvalb_1,Pvalb_2,Pvalb_3,Pvalb_4,Pvalb_5,Pvalb_6,Pvalb_7,Pvalb_8,Pvalb_9,Sncg_1,Sncg_2,Sncg_3,Sncg_4,Sncg_5,Sncg_6,Sncg_7,Sncg_8,Sst Chodl_1,Sst_1,Sst_10,Sst_11,Sst_12,Sst_13,Sst_14,Sst_15,Sst_16,Sst_17,Sst_18,Sst_19,Sst_2,Sst_21,Sst_22,Sst_23,Sst_24,Sst_25,Sst_26,Sst_27,Sst_28,Sst_29,Sst_3,Sst_30,Sst_31,Sst_32,Sst_33,Sst_35,Sst_36,Sst_37,Sst_4,Sst_5,Sst_6,Sst_7,Sst_8,Sst_9,VLMC_1,VLMC_2,Vip_1,Vip_10,Vip_11,Vip_12,Vip_13,Vip_14,Vip_15,Vip_16,Vip_17,Vip_18,Vip_19,Vip_2,Vip_20,Vip_21,Vip_22,Vip_23,Vip_24,Vip_25,Vip_26,Vip_27,Vip_28,Vip_29,Vip_3,Vip_4,Vip_5,Vip_6,Vip_7,Vip_8,Vip_9
EPRS1,0.0,0.0,0.0,0.0,0.0,4.0082893,0.0,0.0,3.6831434,4.3626766,4.2209034,3.926351,3.579318,3.500862,2.8839777,3.8772962,3.9086463,4.4047484,3.6735125,3.6003215,4.0550623,3.8683681,3.621637,4.234635,4.0756793,3.5324345,3.8720572,4.0124397,3.7526453,3.6614819,4.255413,3.7594175,4.278103,3.681985,4.00454,3.4953785,3.3864498,3.5573738,4.1194196,3.6142435,4.0329638,3.92562,0.0,4.246101,4.0618925,4.062088,3.7567632,3.8650758,0.0,0.0,0.0,0.0,0.0,0.0,3.8799663,3.4931788,3.5715785,3.5938354,4.1966004,4.104972,4.407534,4.8255525,4.2241645,4.359138,4.2377915,4.7640185,4.798064,0.0,0.0,0.0,0.0,0.0,3.7016277,3.688658,0.0,3.6840398,3.3252022,4.1279817,3.7043805,4.1337147,3.8681958,4.1537504,3.7768562,4.10544,0.0,0.0,4.055351,4.009998,0.0,0.0,0.0,4.486758,4.17527,0.0,0.0,3.8479278,0.0,4.0593157,0.0,4.4407396,0.0,0.0,3.7234132,3.9991088,4.417123,4.063746,3.9523163,4.8134828,4.6204076,0.0,0.0,0.0,0.0,4.1678557,3.943663,0.0,0.0,0.0,3.992544,0.0,0.0,4.031465,0.0,4.0670676,0.0,3.7837944,0.0,4.490826,3.9869535,0.0,0.0,0.0,3.58384,0.0,4.1647415,0.0,3.6950223,0.0,0.0,0.0,0.0,3.8811054
EPS15,5.34171,4.9398837,5.4765873,5.291396,4.734158,3.9912531,5.1522646,4.9880695,4.8605165,3.9752462,4.3677382,4.918242,3.7969518,4.5172696,4.6426573,4.3855615,3.667999,4.0053744,4.9728336,4.5653186,5.0912347,4.6950693,4.981924,5.1532407,4.9378886,5.1459236,4.6940007,4.99135,4.694999,4.7107897,4.8958964,4.747424,4.9651155,4.3662195,4.504223,4.4197826,4.463777,4.374893,4.741455,4.273521,4.1885514,4.3053355,0.0,4.2022586,4.1949577,4.3380013,4.1609955,4.2355776,0.0,0.0,5.2644744,5.7578964,5.7897925,5.6783285,4.5198565,3.9782567,4.1250267,4.0636086,4.465943,4.4898105,3.9728856,4.348177,3.9972343,4.1401243,3.7546394,4.1813755,4.168628,4.430259,4.5064287,4.326622,4.2977347,4.164981,4.0266933,4.5650606,3.9308457,4.469427,4.155232,3.9385576,0.0,0.0,4.541703,3.6193187,4.170551,4.173766,0.0,4.355344,4.89465,4.2251434,0.0,4.283028,4.3703175,4.3145733,3.7798214,0.0,4.2683487,4.3738894,4.4014273,4.6925535,0.0,3.8985453,0.0,4.1646066,3.8861923,4.3469768,4.184553,4.2016945,3.861268,4.1250625,4.0516253,0.0,3.9046283,0.0,0.0,3.7835097,4.1664796,0.0,4.255125,0.0,0.0,3.9806414,0.0,4.2506576,0.0,0.0,0.0,4.022825,4.3134694,4.663523,4.071194,0.0,4.267781,4.2359095,4.2333617,0.0,4.444836,4.141018,4.1115627,0.0,3.910927,4.039928,4.0014405,4.0990653
EPS15L1,0.0,0.0,0.0,5.0187454,5.1826134,4.3962097,0.0,0.0,4.2639623,4.180583,4.2939143,3.9778605,4.2673006,4.264249,4.2311544,4.412887,4.5322843,4.456046,4.254002,4.4364667,4.076251,4.355163,4.247947,3.9441097,4.255786,4.59571,4.4217715,4.1874886,4.596681,4.408494,3.8796945,4.1549077,3.718345,4.3201213,4.1049423,4.5356674,4.190142,4.5629373,4.025936,4.6459723,4.552837,4.544509,4.6389728,4.168795,4.503421,4.424304,4.5292625,4.26605,0.0,0.0,0.0,0.0,0.0,0.0,4.7791324,4.3820286,4.765175,4.2715173,4.511671,4.4833984,4.425027,4.2105856,4.6434464,4.57915,4.837523,4.299369,4.6196856,4.6578083,4.418405,4.3368464,4.6616006,4.365031,4.21053,4.516205,4.4053345,4.281213,4.1301064,4.462941,4.3736496,4.186778,4.317039,4.78972,4.701775,4.4892554,4.275372,4.169834,4.2232695,4.4498396,4.078415,4.3859167,4.146407,4.4833984,4.3297224,0.0,4.3171973,4.3629637,4.3269906,4.400632,4.392239,4.3012056,3.740038,4.193671,4.1766405,4.5662465,4.164391,4.3110585,4.228636,4.810096,4.494149,4.410615,4.44226,0.0,0.0,4.7056036,4.893335,4.9747295,4.5709853,4.6567855,4.8038735,4.3989635,4.4906077,4.4214463,4.6459975,4.582501,4.6670194,4.892317,4.370412,4.7108293,4.4244156,4.677456,4.4777026,4.5240912,4.316139,4.686323,4.4579916,4.5490665,4.6211786,4.576021,4.572307,4.2414308,4.52251,4.6340475
EPS8,0.0,0.0,0.0,0.0,0.0,0.0,6.4899225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0472326,0.0,4.946976,3.4009647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.270074,4.162612,4.7522974,5.2294207,0.0,4.146927,5.4412975,0.0,0.0,0.0,0.0,0.0,0.0,3.7877603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3280725,0.0,0.0,0.0,0.0,4.3332787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6224046,7.685833,0.0,0.0,0.0,5.5043964,0.0,0.0,0.0,4.133363,0.0,0.0,5.001268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9039283,0.0,4.258253,0.0,0.0
EPS8L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5101378,0.0,0.0,3.5324345,3.2012508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPSTI1,0.0,0.0,0.0,0.0,0.0,0.0,5.0613546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.534473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1284223,4.238222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOI,0.0,0.0,0.0,0.0,0.0,1.5910068,0.0,0.0,3.5779874,3.9998293,4.065163,4.0566893,3.8083649,3.991115,3.8763075,4.059987,4.1194696,4.4047484,4.3287,3.805492,4.08459,3.930228,3.6875482,3.8732095,3.8535137,3.1901069,3.7543542,3.8264747,4.1225505,3.9597087,4.3543377,4.1203337,4.2725096,3.9201324,4.0567584,3.9763584,3.9379728,4.023022,4.34054,4.2419486,3.9505367,0.0,0.0,3.6233559,3.5669382,3.9097888,3.516531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9802804,3.466835,3.2679675,4.0339837,3.6719959,3.8944588,3.892824,4.1180215,3.9794044,4.0198784,4.3671794,4.253593,4.150179,0.0,0.0,0.0,0.0,0.0,0.0,3.881128,0.0,4.34235,3.4944928,0.0,0.0,0.0,4.0193644,3.6193187,4.0844254,4.0829372,3.9099202,0.0,4.10251,3.8183842,0.0,0.0,3.9645839,0.0,4.0284257,0.0,4.050823,4.0032334,3.836253,4.4972568,0.0,4.0292053,0.0,0.0,3.960854,3.8860471,4.2267513,3.8399491,4.132316,4.6895046,3.984336,0.0,0.0,0.0,0.0,0.0,4.0380106,0.0,3.9642508,0.0,0.0,0.0,0.0,3.5786123,0.0,0.0,0.0,0.0,3.6802125,4.1047945,3.887707,0.0,0.0,0.0,0.0,0.0,3.8252773,0.0,0.0,0.0,0.0,0.0,0.0,3.7453554
ERAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3302808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERAP1,0.0,0.0,0.0,0.0,0.0,4.2219934,0.0,0.0,4.4020243,4.5264673,4.687284,4.093812,4.187092,4.251612,4.267302,4.3318505,4.372174,4.689371,4.054129,4.6132164,4.2626715,4.148712,4.1511803,3.9537902,4.364073,4.1632347,4.3539014,4.39303,4.386384,4.444025,4.4493914,4.9139185,3.9224434,4.559595,4.567705,4.9559135,4.5132313,4.8684487,4.4912186,5.0570297,4.477833,4.8169417,4.683807,4.4220963,4.6306386,4.5913343,4.577589,4.4091787,0.0,0.0,0.0,0.0,0.0,0.0,4.3099613,4.055916,4.381657,4.3150115,4.2946267,4.4243584,4.2443724,4.032605,4.641207,4.5816555,4.0302157,4.275582,4.32232,4.303628,4.645589,4.3685637,4.394438,4.7459416,4.4854774,4.4885545,4.3958726,4.2975583,4.5195417,3.9923851,4.0937343,3.9636922,4.541244,4.1537504,4.52278,4.365354,3.933985,4.391797,4.281404,4.5130973,4.141369,4.436218,4.7208576,4.3993406,3.9000528,0.0,4.4333925,4.561515,4.5535326,3.6035132,0.0,4.5065565,0.0,4.1767216,4.165322,4.3174067,3.4908776,4.194023,4.193775,0.0,4.5495567,0.0,4.44226,0.0,0.0,0.0,4.1479077,0.0,4.3498178,0.0,0.0,4.3802905,0.0,4.368102,0.0,0.0,0.0,0.0,4.3633456,4.1541824,4.0972877,3.940888,4.3538256,4.357242,4.444598,0.0,4.1822367,4.222972,4.103681,1.80472,0.0,4.386031,4.246814,4.270525
ERBIN,5.793128,5.5886803,5.4992886,6.1069775,6.1916046,4.6598606,5.524864,0.0,4.51912,4.7489157,4.755155,4.3911495,4.3918877,3.7800725,3.7251387,4.4459577,4.360545,4.5256224,3.9792173,3.9388611,4.124499,4.2795153,4.0500765,3.958365,4.117131,4.1318536,4.2932963,4.3113604,4.3101063,4.048025,3.8539,3.91448,3.9086275,4.327679,4.5173492,4.3712263,4.5132313,4.401228,4.226921,4.514928,4.903674,4.6908407,4.569373,4.388541,4.518734,4.7995176,4.9420433,4.5625935,5.594268,0.0,6.7831373,7.0078106,7.4132023,7.1835155,5.3781915,4.919366,5.2089143,4.631754,5.0712013,4.890256,4.799845,4.6960535,5.0287704,4.9539676,5.053963,4.826933,4.798601,5.0544357,4.908764,5.1937747,5.320925,4.922406,5.260941,5.23442,4.8102164,4.5706997,4.7849417,4.597046,4.5222125,4.582672,5.0731707,4.8000045,4.633308,5.1304994,4.4967303,4.5754395,4.558753,4.823704,4.54204,4.647853,4.749587,4.739452,4.5654125,0.0,4.5024214,4.6273274,4.4560885,5.3723216,4.283517,4.7937636,4.610601,4.759669,4.604024,5.0380697,4.6308675,4.7667494,4.518465,5.0919013,4.7731714,4.524045,4.4765854,0.0,0.0,4.705224,5.191817,4.6298866,5.2911444,4.5572586,4.6642046,4.7719626,4.9088306,5.1605167,4.931243,4.8313956,4.538722,4.9258666,4.629533,4.910969,5.0912724,4.879245,4.8543663,5.236306,5.2139316,4.792681,5.1081247,5.120385,5.110121,4.692868,4.972516,5.1718106,4.9364457,5.2425933
ERBB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3923664,5.4135733,5.461569,5.4641404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBB4,7.9575596,7.427264,7.662016,8.040272,7.656492,9.030973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.809587,2.7121205,0.0,0.0,2.331614,0.0,0.0,0.0,0.0,0.0,3.1130764,0.0,0.0,0.0,5.1966352,3.044919,3.5881264,0.0,0.0,0.0,3.6195145,0.0,0.0,3.3514347,3.1716895,8.556217,8.1972475,8.310933,7.724894,7.9854755,9.280928,9.106142,8.091278,0.0,7.7114277,6.921321,5.7769613,8.151847,6.968871,8.150592,7.909107,8.398183,8.496355,8.997256,9.091143,9.487057,9.23323,9.138448,9.389908,9.155366,9.461522,9.028741,8.6670475,8.759666,9.064786,7.9174705,9.2507105,9.088394,7.6415234,9.222253,5.7452617,4.0510144,6.7561836,0.0,0.0,6.917399,3.7092113,0.0,9.450108,0.0,4.19011,8.477395,0.0,0.0,0.0,5.089662,8.846855,4.5286546,4.714383,0.0,6.4815474,0.0,6.9868574,6.1396894,9.254463,0.0,7.9732776,0.0,9.309187,4.6111813,7.1932173,3.8517532,5.7829924,8.203283,4.491088,0.0,5.516529,0.0,9.11719,9.209905,9.006811,8.355877,9.047888,9.222276,8.167424,9.292816,8.779166,8.57784,9.248431,9.189022,8.99101,8.606687,8.71865,9.238323,8.52408,9.104277,9.284622,9.052847,9.461157,8.8473625,8.578964,8.317293,9.259785,9.088554,9.214479,9.209083,8.865561
ERC1,5.405186,5.5440526,5.4985557,5.5362234,5.2169533,6.3414636,5.889875,5.971279,5.620479,5.9917016,5.7896466,5.335278,5.8869467,5.546932,5.545601,6.244522,6.2903204,6.138378,5.2686586,5.5274887,5.1447787,5.658252,6.7505846,6.368417,6.6953306,6.696635,6.7781587,6.526244,6.134966,6.2479734,5.6012325,5.96887,5.115428,5.6209116,5.9572306,5.8324337,5.94264,5.7065525,5.5647907,5.8486376,6.362798,6.5128164,6.2782955,5.9735246,6.349399,6.354689,6.4873095,6.345206,0.0,5.433035,0.0,5.537987,0.0,0.0,6.212653,5.3749213,5.6674385,6.1375923,6.5207744,6.408045,6.540399,6.2160654,6.475892,6.423791,6.5271163,6.2823896,6.1768484,6.2456226,6.359402,6.331939,5.9223847,6.355035,6.5266824,6.195513,6.5659795,6.4568386,6.2657003,6.5327654,6.603775,6.7176437,6.116068,6.576175,6.5111833,6.4584866,6.6277556,6.2952557,5.9720597,6.542635,6.6522884,6.3844213,6.054801,6.4992886,6.6639705,6.54697,6.2920027,5.8057613,6.494403,6.097743,6.559784,6.5471034,6.663122,6.6384277,6.7290688,6.2963176,6.4304314,6.7054205,6.6348114,6.1864076,6.483067,6.317436,6.4416304,5.6207747,6.259431,6.4808674,6.313373,6.144784,6.1865625,6.258779,6.423564,5.5196595,6.637998,6.4880214,5.114386,6.3635573,6.0090785,5.494082,6.497816,5.3994675,6.448405,5.1561093,6.202239,6.837101,6.9373465,6.4650354,6.427398,4.841317,5.3415465,6.584675,6.3308897,6.754641,6.793764,5.7836423
ERC2,0.0,0.0,0.0,0.0,0.0,6.384198,0.0,0.0,6.992385,6.3877344,6.520626,6.700433,6.814515,6.802307,6.663508,6.0988736,6.339694,6.291428,7.0875363,7.019074,6.5887938,6.582388,7.4604936,6.658799,7.0341587,7.515396,7.1900644,6.9235725,7.148863,6.9591565,7.6710405,8.034346,6.443019,7.121538,7.3393087,7.4437776,7.494624,7.522324,7.0033803,7.6474423,5.691805,6.616839,6.4775114,6.0685053,6.5663843,7.093074,6.9697504,6.2643547,0.0,6.04506,0.0,4.759653,0.0,0.0,6.3753085,5.950496,6.461969,6.3050404,6.814323,6.7608113,6.9044504,6.733969,7.187213,7.0487814,6.8923683,6.7368317,6.9566517,6.428323,6.547155,6.432262,6.3770423,6.6657476,6.634189,6.7052956,6.4365463,6.604797,6.397273,5.80731,6.453528,6.18401,5.9499207,6.771353,6.197822,7.0016613,5.8178043,5.7148314,6.1555285,6.312108,5.8326206,5.849316,5.8473725,6.422743,6.29739,5.672985,5.7050676,5.8978815,5.729385,6.1821136,5.321886,6.066931,5.8265324,5.654863,6.4737635,6.721778,6.1735363,6.083028,6.1865625,6.193669,6.5913553,5.840027,5.6735287,0.0,0.0,6.4520354,5.97163,5.9272776,6.3947344,6.1909904,6.473493,6.0519795,6.361218,6.6160107,5.931261,6.280336,6.213668,5.797627,6.7002525,5.719168,6.448405,6.1185517,5.671959,5.841942,6.553607,6.219883,6.3328433,6.22107,5.647082,5.95316,5.9782352,6.3099833,6.309171,6.740915
ERCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2245727,3.9830825,3.8640647,3.5816298,3.714343,3.3797958,3.6022568,3.5523067,3.1606731,2.8062937,3.3739946,0.0,3.415445,3.5424109,0.0,3.4291031,0.0,0.0,0.0,0.0,0.0,0.0,3.7615008,3.4472597,3.9086275,3.6632576,3.5474923,3.1923976,0.0,0.0,3.343943,2.9321861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0960374,3.364173,3.6365788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8520012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.400632,0.0,0.0,0.0,0.0,0.0,2.945997,0.0,0.0,0.0,4.005507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2431939,3.290895,3.225249,0.0,0.0,0.0,3.2413027,3.2279391,3.843245,3.4891372,3.1875422,3.3273149,0.0,0.0,3.5721686,0.0,3.9126072,0.0,0.0,2.9956164,0.0,3.5548806,0.0,3.407209,3.2530622,3.5759034,3.2593985,0.0,3.272926,3.1725,3.1917162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4362059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6877403,0.0,0.0,0.0,0.0,0.0,3.3834596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.026639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2884016,3.337349,0.0,0.0,0.0,0.0,3.1419466,2.9557905,3.3302808,0.0,0.0,3.0762994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6901474,3.7249548,3.3150764,0.0,0.0,3.0382018,0.0,0.0,3.2180622,2.8831205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.711545,0.0,3.499678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5056727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4040408,3.36181,0.0,2.9023318,0.0,0.0,3.2291899,3.2629912,0.0,0.0,2.8262682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.366628,2.8398042,3.6598601,3.5768642,2.7596853,3.3193035,3.5777907,3.597435,0.0,3.2963512,3.6523278,3.194988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4362059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2446632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC6L2,4.8210154,0.0,0.0,4.894227,0.0,4.5716963,4.5762258,0.0,4.402741,4.5287976,4.5157557,4.239048,4.646427,4.3959513,4.4474015,4.613953,4.608865,4.5256224,4.2609854,4.5653186,4.2589545,4.5070214,4.4503355,4.361396,4.474841,4.867079,4.5775576,4.258975,4.895352,4.8667216,4.752472,4.8473997,4.242478,4.627977,4.9160748,4.973472,4.7165766,4.9349823,4.7258244,4.773852,4.796912,4.8140483,4.7696805,4.560812,4.843813,4.4544525,4.4959464,4.500645,0.0,0.0,0.0,4.835105,0.0,0.0,4.5627437,4.4438777,4.4969015,4.6175,4.5911584,4.4034405,4.5287,4.436328,4.5382643,4.7272882,4.339531,4.5967784,4.613785,4.37494,4.2963634,4.5350204,4.4581537,4.2229714,4.3930674,4.426817,4.3478565,4.652561,4.4939485,4.6660233,4.6008134,4.6576653,4.292371,3.7092113,4.7691207,4.5517464,4.462167,4.148176,4.4103813,4.421731,4.4848704,4.308226,4.35084,4.613735,4.3402033,0.0,4.4401903,4.3152,4.255646,4.3682942,4.490957,4.4469604,4.5310507,4.632703,4.4842024,4.4948883,4.284436,4.48767,4.570049,4.1857967,4.57695,4.555767,4.747364,0.0,0.0,4.502273,4.348535,4.3839254,4.4531894,4.24285,4.3769875,4.53886,4.532651,4.3208413,4.5464916,4.358993,4.4409323,4.3540583,4.326622,0.0,4.427762,0.0,4.623373,4.4437265,4.470416,4.632703,4.7741528,4.427668,4.4400616,4.471558,4.0170054,4.382591,4.3341684,4.6465654
